sentiment,category,confidence,analysis_source,keywords,review_text
good,service,0.6,keyword,"ดี,แนะนำ,หอม,นุ่ม,คิว",เคยผ่านร้านนี้เห็นคนต่อคิวเยอะมากเลยอยากมาลองดู ที่ร้านมีทั้งก๋วยเตี๋ยวและหม้อไฟ วันนี้ลองกินแบบหม้อไฟ จะเป็นสไตล์คล้ายๆสุกี้ แต่ที่แปลกคือน้ำจิ้ม มี2ขวด ขวดนึงเป็นคล้ายๆซอสพริกเผ็ดเปรี้ยวเล็กๆ อีกขวดเป็นซอสสีน้ำตาลออกหวานๆ มีพริกกระเทียมและน้ำมะนาวให้ปรุงเพิ่มได้ อาหารแนะนำเนื้อสันแหลม เป็นเนื้อสไลด์นุ่มหอม กะหล่ำปลีซอยคือดีมาก
good,atmosphere,0.6,keyword,"ชอบ,นุ่ม,บริการ,เสิร์ฟ,รอ",บรรยากาศ ร้านเป็นแบบบ้านๆค่ะ มีที่นั่งแบบIndoor และOutdoor เน้นที่ผ้าปูโต๊ะสีสันๆค่ะ อาหารที่สั่ง คั่วไก่ไข่อบ คั่วไก่กรอบๆเสิร์ฟพร้อมไข่ลวกเด้งในจานกระทะร้อนค่ะ ตัวคั่วไก่กรอบนอกนุ่มในปรุงมารสชาติกลางๆไม่จัดมาก ถ้าใครชอบทานแบบรสไม่จัดมากก็ไม่ต้องปรุงเพิ่มได้ค่ะ แต่ถ้าทานกับซอสพริกก็จะได้อีกรสชาติค่ะ บริการ ลูกค้าแน่นร้าน ต้องรอคิวหน่อยค่ะ การเดินทาง ข้างiber...
good,service,0.6,keyword,"อร่อย,ดี,เร็ว,แพง,พนักงาน",ร้านอยู่แถวสันกำแพง เดินทางสะดวกร้านหาง่ายติดถนน มีที่จอดรถเยอะดีค่ะ บรรยากาศแบบพื้นเมือง กว้างขวาง หลากหลายโซน อาหารพื้นเมืองอร่อยค่ะ ยิ่งช่วงวันหยุดหรือใกล้เที่ยงคนเตอะมาก ให้บริการเร็ว พนักงานมาก มีการคัดกรองโควิด ล้างมือ ใช้คนละครึ่งได้ด้วยค่ะ
good,service,0.6,keyword,"อร่อย,ดี,ชอบ,สวย,แพง",ก๋วยเตี๋ยวลูกชิ้นปลาหมูบด อร่อยหลากหลายเมนู นอกจากนี้ยังมีเมนูทานเล่นที่หลากหลาย อร่อยใช้ได้ราคาไม่แพง ช่วงเวลาเที่ยงคนจะมาทานเยอะมากอาจมีปัญหาเรื่องที่นั่งนิดหน่อย บริการดีครับ...ที่สำคัญไม่แน่ใจว่าลูกหลานสาวเจ้าของร้านสวยมากอิอิ เกี่ยวไหมเนี่ย ไม่เป็นไรอยากบอกให้รู้ว่าผมชอบ 555
good,atmosphere,0.6,keyword,"อร่อย,ดี,หอม,บรรยากาศ,ร้าน",ร้านอยู่ในหมู่บ้านเชียงใหม่ เลกแลนด์ จอดรถได้ริมข้างทาง ช่วงเที่ยงๆคนจะเยอะหน่อย ร้านกาแฟ อสมาคาเฟ่ เป็นร้านกาแฟเล็กๆ ในเชียงใหม่ บรรยากาศภายในร้านตกแต่งเรียบง่ายมีตั้ง 1 โต๊ะ นอกนั้นเป็นจะเคาท์เตอร์บาร์ ส่วนด้านนอกนั้นบรรยากาศร่มรื่น มีที่นั่งประมาณ 3 โต๊ะ กาแฟของทางร้านคัดสรรเมล็ดกาแฟอย่างดี เพื่อรสชาติที่อร่อย หอม และกลมกล่อม นอกจากกาแฟแล้วยังมีเค้กให้ได้ลิ้มลองกันอีกด้วย ข้างๆ...
bad,atmosphere,0.6,keyword,"หอม,แพง,น้อย,จืด,รอนาน",ร้านโกเผือก โกดำ อยู่หลังโครงการฮาเบอร์ที่จะทะลุออกไปทางเจ็ดยอด เห็นคนโพสเป็นกระแสในเฟสตอนนี้เลยตามมาทานดู ร้านโปร่งสบายๆ มาตอน8.00น. คนยังเยอะ พอมีเหลือโต๊ะว่างแต่ แดดส่อง นั่งตากแดดไปละกัน สั่งไข่กระทะพิเศษ ชานมร้อน ขนมปังปิ้งสังขยา กว่าจะได้แต่ละอย่าง รอนานมากๆ ชาร้อนจืดไปนิด ไข่กระทะนี่ดูไม่มีไรพิเศษเลยแค่ไข่2ฟอง ใส่กุนเชียงนิดหน่อยหอมทอดและใช้โป้ ถือว่าแพงสำหรับเมนูนี้ และน้อยไป ส่วนขนมปั...
good,service,0.6,keyword,"อร่อย,ดี,ชอบ,หอม,นุ่ม",ร้านอาหารที่มีจุดเด่นที่ผักออร์แกนิกปลูกเอง ร้านมีเมนูหลากหลาย เน้นไปที่สลัด แต่ก็มีพวกซี่โครงหมูบาร์บิคิว ปลาย่าง พาสต้าด้วย ซี่โครงหมูบาร์บีบิวสะพานโค้ง ชิ้นใหญ่ เนื้อเยอะ รสชาติดี ซอสอร่อย กินกับ chips อร่อยดี สลัดผักและผลไม้ เป็น hot salad ครีมมี่ดี ซุปหัวหอม ออกหวานโดดไปหน่อย จานนี้ไม่ผ่าน พอร์กชอป เนื้อนุ่มซอสอร่อย handcut chips ร้อนๆ กรอบนอกนุ่มใน อร่อยมาก โดยรวม ชอบ และอยากกลับ...
bad,price,0.6,keyword,"แพง,เค็ม,รอ,ราคา,แพง",แวะผ่านเฉยๆ วันนี้ไม่ได้ว่างนั่งทานที่ร้านเลยแวะซื้อกลับบ้านเท่านั้น มีส่วนของเป็ดย่างสูตร100ปี และหมูกรอบคะ ทางร้านให้ขิงดองแตงกวามาเยอะพอสมควรและน้ำเป็ดย่างเค็มๆหวานๆคะ ราคาไม่แพง คะ ร้านนี้เป็นร้านเก่าแก่มากในน่านบางรัก มีขายอาหารมากมาย ข้าวหมูกรอบ บะหมี่เกี๊ยวหมูเฉโป บะหมี่มะระตุ๋น บะหมี่เฉโป ข้าวหมูแดง ข้าวเฉโป Crispy Pork เกี๊ยวกุ้ง ข้าวหน้าเป็ด เป็ดย่าง กระเพราะปลา...
good,service,0.6,keyword,"อร่อย,ดี,สด,แข็ง,บริการ",มุมอร่อย ร้านดังที่หลายๆท่านคงรู้จักกันเป็นอย่างดี ถึงความสดอร่อยของอาหาร บรรยากาศของร้านและการบริการที่ดี มีหลายสาขา ซึ่งสาขาศรีราชานี้ ตั้งอยู่ติดริมทะเล รับลมเย็นๆได้ดีมาก นอกจากอาหารอร่อยแล้วผมยังประทับใจน้ำแข็งใสของทางร้านที่ต้องทานตบท้ายของคาวทุกครั้ง
good,atmosphere,0.6,keyword,"อร่อย,ดี,ชอบ,สด,บริการ",ร้านเทนโกกุ อยู่ตรงข้ามดาราเทวี อาหารญี่ปุ่นคุณภาพดี สดใหม่ อร่อยมากๆ บรรยากาศดีมาก การตกแต่งและบริการดีมาก เชฟใหญ่ใจดีเคยแอบเอาปลาโอโทโร่กับข้าวปั้นครีบปลาตาเดียวให้ทานฟรีๆด้วย ชอบจัง เปิดมานานหลายปีแล้ว ได้รางวัลอาหาร4ปีซ้อน20102013อีก
bad,service,0.6,keyword,"ดี,ช้า,ห่วย,ผิดหวัง,แมลงสาบ",เมื่อวันก่อนได้ไปกินอาหารตามปกติแล้วสั่งลูกชิ้นปิ้งมากิน พอกินเสร็จก็เอาไม้ลูกชิ้นเขี่ยน้ำจิ้มเล่น แล้วเจอแมลงสาบ ซึ่งบอกพนักงานแล้วและพรักงานบอกเจ้าของร้านเรียบร้อย แต่ก็ไม่ได้มาขอโทษหรือพูดอะไรเลย มาเก็บเงินตามปกติ เหมือนไม่มีอะไรเกิดขึ้น นี่หรือร้านคู่เชียงใหม่มานาน ห่วยแตกมาก อาหารก็ช้ารสชาติก็ธรรมดา มีดีแค่ไก่ทอด แต่ก็ต้องผิดหวังกับการบริการ และคงไม่ไปใช้บริการอีกแล้ว
bad,service,0.6,keyword,"น้อย,รอ,คิว,ร้าน,จอดรถ",เป็นร้านราเม็งที่ฮิตมากในหมู่คนไทย คนญี่่ปุ่นค่ะ ตอนนี้แม้จะมีเปิดสาขาเพิ่มตามห้างต่างๆแล้ว แต่มาสาขาต้นตำหรับทีไรก็ยังคงต้องรอคิว แอมไปช่วงสามสี่เดือนที่ผ่านมา เป็นช่วง covid ยังคง social distancing กันอยู่ ก็ยังมีคิวยาวหน้าร้าน ที่จอดรถแน่นระเบิด แต่คิวช่วงนี้จะน้อยลงหน่อย ปกติรอชั่วโมงกว่า วันที่ไปรอประมาณ 45 นาทีได้ทานค่ะ เมนูประจำที่เราทานคือ kakuni tsukemen เป็นเมนูราเม...
good,atmosphere,0.6,keyword,"อร่อย,ดี,น้อย,รอ,คิว",โจ๊กสามย่านชื่อดัง ขยายเป็นสามร้านห้องแถวใกล้ๆกัน มาเมื่อไรส่วนใหญ่รอคิว ทั้งกินในร้านหรือสั่งกลับบ้าน หมูรสชาติดีเหมือนเดิม แต่ความอร่อยและนวลของข้าวอาจน้อยไปนิด มากินต้องใจเย็น ใจเย็นหาที่จอดรถ ใจเย็นรอคิว มีปาท๋องโก๋ หมูปิ้ง ร้านน้ำชาเย็น น้ำบ๊วย สั่งกินรอได้ ที่นั่ง 56 โต๊ต่อร้าน ที่จอดรถ รอบๆจุฬา หรือขึ้นจอดบนตึกจอดรถข้างๆ สนามจุ๊บ
bad,price,0.6,keyword,"แพง,รอ,ราคา,แพง",มาถึงจะเลือกนั่ง บอกว่านั่งไม่ได้ เพราะมีมา 4 คน แต่อีกครอบครัวมา 3 คน ให้นั่งได้ แค่นี้ก็บอกแล้ว ไร้มาตรฐาน ราคาอาหารแพงโคตร... รสชาติงั้น ๆ หวานนำอีกต่างหาก
good,atmosphere,0.6,keyword,"ดี,หอม,นุ่ม,แพง,พนักงาน",ร้าน Ristr8to ได้ยินชื่อเสียงโด่งดังจากวงในเรื่องกาแฟของร้านนี้ ครั้งนี้มาเที่ยวเชียงใหม่เลยไม่พลาดที่จะแวะมาชิม ristr8to ร้านตั้งอยู่บนถนนนิมมานเหมินทร์ เลยซอย3มานิดนึงก็เจอ คนค่อนข้างเยอะ อาจจะเพราะว่ามาในช่วงวันหยุด เเต่น้องพนักงานดูแลเอาใจใส่ดี ร้านตกแต่งด้วยอิฐเปลือย คู่กับโต๊ะไม้แล้วดูอบอุ่น ภายในร้านหอมไปด้วยกาแฟ กาแฟรสชาติดีมาก หอมนุ่ม ไม่มีรสเปรี้ยวปน แถมราคาไม่แพงมาก แ...
bad,atmosphere,0.6,keyword,"ดิบ,ร้าน",ร้าน Chon Cafe and Restaurant เป็นร้านอาหารและคาเฟ่สไตล์สวนป่า ซึ่งเป็นการจำลองสวนป่าดิบชื้นมาอยู่ในเมือง ที่สำคัญคือ ร้านนี้ได้ MICHELIN GUIDE 2020 ด้วยนะ และที่ขาดไม่ได้สำหรับสายคาเฟ่คือ กาแฟ เขามีเมล็ดกาแฟเกรด Premium แวะเถอะเชื่อฉัน
bad,atmosphere,0.6,keyword,"น้อย,ร้าน,แอร์,จอดรถ,ซอย",แวะมาทานไอศครีมแถวนี้ แต่ยังไม่มีอาหารคาวเลยเปิดแอพ wongnai เจอร้านดังไก่ทอดเจ๊กีซอยโปโล ก็ต้องลองหน่อยค่ะว่ารสชาติจะเป็นยังไง เราเดินทางมาโดยรถยนต์ส่วนตัว เลี้ยวเข้าซอยโปโล ร้านจะอยู่ใกล้ๆปากซอย ซึ่งที่จอดรถของทางร้านจะอยู่ลึกไปอีกเล็กน้อยเท่านั้นค่ะ อยู่ทางซ้ายมือ ไม่ไกลจากร้านมาก ไม่มีค่าจอดรถค่ะ ห้องอาหารจะเป็นห้องแอร์ มีตู้โค้กอยู่ด้านหน้าร้านนะคะ ตอนแรกเราก็ตกใจมองไปอีกหน้าร้านนึกว่าร้าน...
good,price,0.6,keyword,"ดี,ชอบ,หอม,ราคา,ร้าน",หลังจากที่หามุมเดินไปเดินมาใน the common มาได้ลองทานกาแฟร้านนี้ โอย ชอบครับ.... รสชาติดีสมราคา หลักๆเม็ดกาแฟเขามีสองแบบ คือ แบบที่มีกลิ้นโกโก้ อันนี้ ถ้าสั่งแบบลาเต้ ก็จะได้รสแบบหอมมัน อีกแบบ คือ ออกกลิ้นผลไม้ อันนี้สั่งแบบลาเต้ จะออกรสเบาๆ ดืมบ่ายก็ยังได้ อีกแก้วที่น่าสนใจ คือ cold brew อันนี้มีใส่ส้มให้ดูมีอะไรเ...
good,price,0.6,keyword,"ดี,ชอบ,เค็ม,ราคา,บาท","มาดูนก เปิดวงในตามความเคยชิน หาร้านนี้เจอ เลยมาขอลองหน่อย บรรยากาศดี ราคาดี เหมาะสมกับสภาพร้าน มาตรฐานมาก อาหารรสชาดกลางเหมาะกับคนไม่ชอบรสจัด วันนี้สั่ง ปลาเผาเกลือ กุ้งผัดไข่เค็ม ปูนิ่มผัดพริกเกลือ ปลาหมึกนึ่งมะนาว ค่าเสียหายทั้งสิ้น 1,309 บาท โอเคเลย"
bad,service,0.6,keyword,"อร่อย,ไม่อร่อย,ช้า,เค็ม,ผิดหวัง",อาหารโคตรช้า ช้าถึงช้ามาก ขนาดมีอยู่ในร้านไม่กี่โต๊ะเองยังทำช้ามากสั่งไปแค่ 3 อย่าง มาอย่างนึง หายไปชาตินึงมาอีกอย่างนึง จานสุดท้ายก็รอไปอีกชาตินึง นั่งรอจนหายอยากจนอยากจะกลับ กระเพราหมูกรอบก็ไม่อร่อย หมูสับปลาเค็มก็งั้นๆ ไม่มาซ้ำแน่นอน ผิดหวัง
good,price,0.6,keyword,"ดี,สด,นุ่ม,ราคา,บาท",เฮ้งชุนเส็ง สุนทรโกษา ก๋วยเตี๋ยวเนื้อตุ๋นยาจีนที่อยู่ในลิสต์ต้น ๆ ในใจมาตลอดกาล ที่เปิดมาแล้วกว่า 70 ปี เนื้อตุ๋นมีหลากหลายส่วนเนื้อสด เนื้อเปื่อย ลูกชิ้น น่องลาย เอ็น ผ้าขี้ริ้ว ตับ หัวใจ ไส้ กระเพาะ ลิ้น ม้าม สั่งเป็นชามมาไม่เคยสะใจ ต้องหม้อไฟเท่านั้น ราคาดีที่ 200 บาท หม้อกลางทาน 2 คนสบาย ๆ เนื้อเปื่อยทีเด็ดทุกส่วน นุ่ม ละลาย เพราะผ่านการเคี่ยวเตาถ่านหลายชั่วโมง ทีเด็ดไม่แพ้กัน ...
bad,service,0.6,keyword,"น้อย,รอ,คิว,ร้าน",ระยะเวลาการต่อคิวก่อนจะได้เข้าร้านน่าจะประมาณ 45 50 นาที เตรียมเผื่อเวลาไปเลย 1 ชม สำหรับอาหารมื้อเย็น ระหว่างที่รอคิว ก็จะมีกลิ่นหมูย่างลอยมารมตัวเรา เพราะเค้าย่างหมูหน้าร้านเลย เร่งความหิวไปอีกกก จากที่สังเกตมีคนมาขอคิวเยอะ และก็ทิ้งคิวเยอะเช่นกันค่ะ เพราะคิวรันไวอยู่ เนื่องจากไม่มีคนอยู่ เลยข้ามๆไปซะส่วนใหญ่ โอเค ได้เข้าร้านแล้ว ร้านออกแนวไฟน้อยๆ สลัวๆ อาหารมามองอา...
good,price,0.6,keyword,"ดี,นุ่ม,แพง,ราคา,แพง",ร้านดังเลยแยกวัดโพธิ์ กับลูกชิ้นปลาลูกเล็ก กินเพลินๆ มีเฉพาะลูกชิ้นปลา แต่ที่พิเศษคือ ของกินเล่น. ทอดมัน เกี้ยวกุ้งทอด หมูสเต๊ะเนื้อนุ่ม ปลาเส้น ขนาดชามกำลังดี ทำให้สั่งเส้นอื่นๆมากินได้อีก ราคาไม่แพงครับ. บรรยากาศร้านก๊วยเตี๋ยวทั่วไป อาหารมาไวครับ
good,atmosphere,0.6,keyword,"อร่อย,ชอบ,คิว,ร้าน,แอร์",มาทานมื้อเที่ยงวันอาทิตย์ที่จอดรถต้องจอดหลบๆข้างทาง ร้านฝั่งห้องแอร์คนเยอะมากมีคิวบ้างแต่ฝั่งที่ทำอาหารยังพอมีโต๊ะเลยจัดแบบไม่มีแอร์ สั่งอาหารไปไมาถึง10นาทีทย่อยเสริฟแบบเต็มโต๊ะ ด้านรสชาดทานได้แต่ว้าวไหม ส่วนตัวธรรมดาอย่างส้มตำจะออกทางหานนำ ยำผักกูดอร่อยคะชอบ
good,atmosphere,0.6,keyword,"ชอบ,สวย,ร้าน","ครัวอาจารย์สายหยุดและหมอทราย จ.เชียงใหม่ ร้านอาหาร Michelin guide 2020 ของเชียงใหม่ มีความประดิษฐ์ประดอย ตกแต่งสวยงามมีความเป็นไทยชาววังสุดๆ อาหารร้านนี้ สามารถสั่งเป็นชิ้นๆได้ น่ารักมากๆ เหมาะสำหรับคนชอบชิมนั่นชิมนี้ เราเลยมีโอกาสได้ลองชิมหลายๆอย่าง กระทงทอง ลุ่ม แกงคั่วหอยขม,ปู,กุ้ง ยำส้มโอ กุ้งราดซอสมะขาม น้ำพริกปูไข่ ผัดสายบัวกะปิกุ้ง ขนมจีบไทย และ..."
good,service,0.6,keyword,"อร่อย,ดี,เค็ม,รอ","รสชาติ ปลาทูต้มมะนาว รสชาต เปรี้ยวนำ น้ำซุปมีแค่พริกขี้หนูสวนโขลก และมีใบกระเพรา ข้อเสียของปลาทูต้มคือ แกะก้างยาก ,, ปลาทูทอดน้ำปลา รสชาต เค็มแบบพอดี ปลาทูทอดกรอบ ทานหัวได้ทั้งหัวเลย ตับปลาทูผัดฉ่า รสชาต ตอนแรกก็แอบคิดว่าจะต้องมีแอบขม แต่พอเข้าปากแล้ว คือไม่ขมเลย อร่อยมาก จานนี้เด็ดมากมาคราวหน้าจะสั่งแน่นอน แต่คนไม่ทานนี่ต้องเลี่ยงเลย เพราะทุกคำที่ตักเจอพร..."
good,price,0.6,keyword,"อร่อย,แนะนำ,คุ้ม,คุ้ม,ร้าน",รสชาติความเป็นต้มยำน้ำข้น ของผู้ที่รักการกินสไตล์ต้มยำแบบนี้ เข้มข้นมาก ลองซิ แนะนำให้สั่งเกาเหลาหมูสับต้มยำนะ หมูสับมาเต็ม เครื่องแน่นมาก อิ่มเกินบรรยายแถมมีไข่ต้มด้วย ถึงกับจุกได้ ร้านนี้อยู่ในโซนที่มีร้านอาหารเยอะๆ มีทั้งก๋วยเตรี๋ยวและขนมหวานเย็น ใครเคยลองทานก๋วยเตี๋ยวร้านนี้แล้ว ขอแนะนำให่เปลี่ยนมาลองเกาเหลาดูบ้าง อร่อยจุกคุ้มจริง
good,food,0.6,keyword,"อร่อย,สด",ผัดไทยกุ้งสด อร่อยมากกกกกกกก
good,service,0.6,keyword,"อร่อย,ชอบ,สวย,รอ",เด็ดทุกรายการ ถ้ามาวันเสาร์อาทิตย์ เจ้าของจะมาผัดผัดไทให้ทาน อาหารอร่อยมากก ชอบความแกะสลักผักต่างๆประดับจาน ตกแต่งสวย ถ้าไปชม.อีกจะแวะไปทานอีกนะคะ
good,service,0.6,keyword,"อร่อย,ชอบ,หอม,นุ่ม,รอ",โจ๊กสามย่านที่เด็ดที่หมูก้อน ใครมาที่ร้านโจ๊กสามย่านต้องห้ามพลาด ปกติไปจะสั่งโจ๊กหมูก้อน ใส่ไข่เยี่ยวม้า ชอบเนื้อโจ๊กเนียนๆหอมๆ ทางร้านมีปาท่องโก๋ ใส่เพื่อเพิ่มความกรุบกรอบ แช่ไว้ในโจ๊กจะนุ่มๆหนึบๆ ก็อร่อยไปอีกแบบ
bad,price,0.6,keyword,"น้อย,บาท,ร้าน",มากินครั้งแรก คงไม่มาอีกแน่นอน สั่งเกาเหลาหมูพิเศษถ้วยล่ะ 100 บาท พอเอามาเสริฟตกใจเลย ได้น้อยกว่าร้านข้างนอกที่ขาย 40 บาท ซะอีก มีหมูชิ้น 3 ชิ้น ใส้หมู 1 ชิ้น ลูกชิ้น 3 ลูก ขาหมูอีกนิหน่อย ซึ่งเหนแล้วมันน้อยมากๆ ไม่ต่างอะไรกับธรรมดาชามล่ะ 60 เลย รสชาดก็ธรรมดา ร้านนี้ไม่ผ่าน
good,atmosphere,0.6,keyword,"ชอบ,ถูก,ร้าน,จอดรถ,ซอย",ร้านข้าวซอยใน จ. เชียงใหม่ จริงๆมีเยอะมาก เยอะจนเลือกไม่ถูก แต่เราไม่อยากไปกินร้านที่ดังๆ ไม่ชอบคนเยอะๆ แต่อยากได้ร้านบ้านๆ เลยเลือกร้านนี้ ชื่อร้าน บอกอยู่แล้ว ว่าอยู่กาดก้อม หรือตลาดประตูก้อม ซึ่ง เราไม่รุ้จัก 555555 เปิดแมปมาเลย มาไม่ยาก แต่ทางแคบหน่อย รถสวนกันต้องหยุดนิดนึง มีที่จอดรถของตลาด สามารถจอดได้ เดินไปที่ร้านไม่ไกล ข้าวซอยไก่ ธรรมดา แต่เยอะมาก ไก่เป็นน่องไก่ 1 ชิ้น ใหญ่ๆ น้ำข้าวซ...
good,food,0.6,keyword,"อร่อย,หอม",มาทานหลายครั้งแล้วค่ะ ดรายไอซ์ยังไม่ทันจะหายก็หมดไปครึ่งทางละ ของโปรดเด็กๆ ค่ะ บานาน่าชีส ได้กลิ่นกล้วย รสกล้วย แต่ iberry อร่อยกว่า มะม่วง หวาน หอม เหมือนมะม่วงเชอร์เบทเลย มีเมนูใหม่ ไวน์แดงไข่ปลาคลาเวียร์ แต่เราไม่ได้ลองค่ะ
bad,price,0.6,keyword,"แพง,แข็ง,ราคา,แพง,ร้าน",อยากทานโรตีน้ำแกงมาก เลยมาร้านนี้ ร้านอยู่บริเวณโค้งป้อมพระสุเมรุ หาง่ายมากค่ะ มีโรตีและแกให้เลือกหลากหลาย ทั้งไก่ เนื้อ ปลา แกงกะหรี่ แกงมัสมั่น เสียตรงโรตีเปล่า ค่อนข้างแข็ง เหมือนทำทิ้งไว้ ราคารวมๆ ค่อนข้างแพงไป
bad,price,0.6,keyword,"แพง,รอ,ราคา,บาท,แพง",เป็นร้านรถเข็น เปิดเย็นๆ แต่หัวค่ำก็หมดแล้ว ซื้อมาเป็น Size เล็ก 100 บาท ราคาแพงนิดหน่อย หอยแกะง่าย เลือกความสุกได้ default จะมีแดงๆมานิดหน่อย หอยตัวค่อนข้างเล็ก กินแล้วรู้สึกไม่สะใจเท่าไหร่ น้ำจิ้มที่นี่ไม่เหมือนกับที่อื่น ไม่ใช่น้ำจิ้มทำเล เป็นน้ำจิ้มที่ออกเผ็ดๆหวานๆ โรยถั่วลิสงเพิ่มความกรุบกรอบ
bad,price,0.6,keyword,"แพง,น้อย,เค็ม,รอ,ราคา",พาครอบครัวไปทานเมื่อวันเสาร์ที่ผ่านมาค่ะ รวมแล้ว 3 ท่าน กับข้าว 5 อย่าง น้ำบ๊วย 2 ขวด 1. ผัดฉ่าปลากระพง ราคา 200 บาทถือว่าแพงค่ะ เนื้อปลามีความเค็มโดดออกมา มีปริมาณปลาที่ค่อนข้างน้อยมาก และเป็นชิ้นเล็กๆซะเยอะ แต่ถ้ากินโดยรวมถือว่ารสชาติกลางๆค่ะ แต่เราอาจจะคาดหวังมากเกินไป เมนูนี้ไม่ผ่านค่ะ 2. กุ้งซอสมะขาม 250 บาทต่อกุ้ง 2 ตัว ซอสอร...
good,location,0.6,keyword,"ดี,สด,บรรยากาศ,ร้าน,ซอย",มาแถวศรีราชาก็เลยลองมาทานร้านนี้ดู ซึ่งอยู่สุดซอยเจิมจอมพล 22 ลักษณะซอยเป็นซอยแคบมากเข้าไปออกยากและก็ไม่แน่ว่าจะมีที่จอด ตอนที่ไปกว่าจะออกมาได้นี่ทำเอาเหนื่อยเกือบจะไปทานที่อื่นแล้วค่ะ ดีที่เจ้าหน้าที่ของร้านเข้านำทางไปจอดซอยฝั่งตรงข้ามของถนน เสร็จแล้วก็เดินมาที่ร้าน ไกลนิดหน่อยแต่สบายใจกว่า ที่ร้านนี้เค้าเน้นของทะเลสดๆ ไม่เน้นบรรยากาศ ลักษณะเป็นเพิงๆ มี 2 ส่วน คือส่วนที่ติดทะเลอากาศน่าจะโปร่ง...
good,price,0.6,keyword,"ดี,ชอบ,แพง,รอ,ราคา","โรตี มะตะบะ เจ้าแรกและเจ้าเดียวเลยคือ โรตี มะตะบะถนนพระอาทิตย์ เมนูที่ต้องสั่งก็เป็นโรตี มะตะบะไม่ว่าจะ มะตะบะไก่,มะตะบะเนื้อ,มะตะบะทะเล,มะตะบะปลา,มะตะบะผัก เลือกกันไปแล้วแต่ชอบ เมนูอื่นๆก็มี ข้าวหมกไก่,โรตีแกงเขียวหวาน,แกงมัสมั่น,โรตีไก่ทันดูรี โดยรวมถือว่ารสชาติกับราคาไปด้วยกันได้ ราคาไม่แพงจนเกินไป รสชาติก็ระดับมาตรฐาน แต่ส่วนตัวเราชอบ โรตีแกงเขียวหวาน เพราะตัวแป้งโรตีกรอบๆ..."
good,price,0.6,keyword,"อร่อย,สด,แข็ง,ราคา,บาท","ครั้งนี้มาทานข้าวกับที่ทำงานค่ะ ก่อนกลับเข้ากทม.ก็แวะทานอาหารก่อน วันนี้ได้แวะมาที่ร้านลุงไสวซีฟู้ดซึ่งเป็นร้านที่เราเคยได้ยินชื่อเสียงมาตั้งแต่เด็ก แต่เพิ่งจะได้ลองทานเมื่อตอนโตเป็นสาว อิอิ อาหารที่เราสั่งก็จะเป็นเซตค่ะ มีอาหารทั้งหมด 8 อย่าง ข้าวเปล่า น้ำแข็งและน้ำแข็ง ชุดนี้ราคา 2,500 บาทค่ะ เมนูที่ได้ทาน ปูม้านึ่ง ปูสด หวาน อร่อย ปลากะพงทอดน้ำปลา รสชาติธรรมดา ไม่ได้ว้าว แ..."
good,atmosphere,0.6,keyword,"อร่อย,บรรยากาศ,ร้าน",ฤดูฝนแบบนี้ โอกาสมาเที่ยวและสัมผัส บรรยากาศความเขียวขจีของภาคเหนือ เลยแะชิมอาหารเวียดนามแท้ๆ ร้านตั้งอยู่ที่ โชคมอลล์ ฟ้าฮ่าม เมืองเชียงใหม่ ร้านที่เล่าลือกันว่า ลูกค้าต่างชื่นชม ว่า เฝอที่นี่มีรสชาติใกล้เคียงกับเฝอคุณภาพสูง ในสหรัฐอเมริกาหรือออสเตรเลีย ข้าวผัดก็เหมือนกับฝีมือแม่ของพวกเขา ในบราซิล เฉาก๊วยอร่อยที่สุดเท่าที่เคยกินมาในเวียดนาม Bnh Thia Go เป็นหนึ่งใน เมนูยอดนิยมส...
good,service,0.6,keyword,"ดี,คุ้ม,ดิบ,พนักงาน,บริการ",วันนี้สั่งแบบบุฟเฟ่ท์ มากี่ครั้งก็คุ้ม ดีไปหมด ทั้งคุณภาพของวัตุดิบ ฝีมือการปรุงอาหาร รสชาติของอาหาร การบริการของพนักงาน ความใส่ใจของเชฟ การตกแต่งสถานที่ ทุกอย่างลงตัว โดยเฉพาะราคาที่อาจดูสูงสำหรับเชียงใหม่ แต่เมื่อเทียบกับคุณภาพแล้วเหมาะสมทีเดียว
good,service,0.6,keyword,"อร่อย,สด,รอ,ราคา,ร้าน",เอาจริงมาร้านนี้เพราะหนอนที่หน้าเป็นกุ้งเลย สำหรับร้านนี้เรายกนิ้วให้เลยค่ะ อาหารอร่อย แต่ที่ติดว่าให้แค่สี่ดาวเพราะว่าราคาสูงไปหน่อยค่ะ ถ้าเทียบกับร้านอื่นๆที่มีคุณภาพความสดของปลา แต่ถ้าถามว่าอร่อยมั้ย ตอบเลยว่าอร่อยมาก ยกนิ้ว
bad,service,0.6,keyword,"แพง,บริการ,รอ,ราคา,แพง",คงไม่มีที่ไหนเหมือน ไม่ว่าจะเป็นทางเข้าที่เป็นสะพานทอดยาวแล้วมีร้านอาหารอยู่ปลายสะพาน ระหว่างทางเดินก็ชมนกนางนวล กลางร้านอาหารก็มีฟอลลีลาศให้โชว์สเต๊ปกัน ส่วนอาหารราคาไม่แพง แต่รสชาติโดยรวมก็ใช้ได้ถึงแม้จะมีหวานไปบ้าง เรื่องการบริการก็ตามประสาน้องนักเรียน อย่าคาดหวังเยอะทำงานตามประสาเด็กๆ ถือว่าใช้บริการให้น้องมีค่าขนม
